customer_name,year,asof_date,arr
Mayer - Mayert,2022,2022-01-01,1660.55
"Mayert, Cerner and Oberbrunner",2022,2022-01-01,1599.38
"Mayert, Murazik and Ernser",2022,2022-01-01,58352.87
McClure LLC,2022,2022-01-01,5367.71
McCullough - Albertson,2022,2022-01-01,112080.07
McCullough - White,2022,2022-01-01,2066.66
McDermott LLC,2022,2022-01-01,1002.74
"McGlynn, Heathcote and Bergstrom",2022,2022-01-01,3344.16
"McGlynn, Wuckert and Marvin",2022,2022-01-01,19314.15
McKinnon - Fay,2022,2022-01-01,6634.18
McKinnon - Jerde,2022,2022-01-01,6113.75
Medhurst Group,2022,2022-01-01,15031.19
Mertz - Boone,2022,2022-01-01,6422.43
Mertz Inc,2022,2022-01-01,937.17
"Mertz, Kihn and Murazik",2022,2022-01-01,2723.46
Metz - Heathcote,2022,2022-01-01,14394.18
Metz - Sporer,2022,2022-01-01,4864.33
Metz Inc,2022,2022-01-01,42918.83
Metz LLC,2022,2022-01-01,2853.02
Miller Inc,2022,2022-01-01,3644.99
Miller and Sons,2022,2022-01-01,7738.32
"Mills, Ziemann and Pfeffer",2022,2022-01-01,46005.05
Mitchell - Boyer,2022,2022-01-01,5030.78
Mitchell LLC,2022,2022-01-01,6449.34
Moen - Schmeler,2022,2022-01-01,1424.63
Mohr - Streich,2022,2022-01-01,12516.3
Mohr LLC,2022,2022-01-01,16256.55
Monahan - Ruecker,2022,2022-01-01,26286.01
Morissette - Towne,2022,2022-01-01,181580.49
Morissette Group,2022,2022-01-01,7291.1
"Morissette, Purdy and Mraz",2022,2022-01-01,10189.64
"Morissette, Sawayn and Buckridge",2022,2022-01-01,2398.57
Mosciski - Prosacco,2022,2022-01-01,11629.86
Mosciski and Sons,2022,2022-01-01,4611.63
Mraz Group,2022,2022-01-01,2593.81
Mueller - Gusikowski,2022,2022-01-01,3277.33
Mueller LLC,2022,2022-01-01,8635.66
Muller - Reichert,2022,2022-01-01,24553.26
Muller - Spinka,2022,2022-01-01,18543.73
Muller and Sons,2022,2022-01-01,14646.13
Murazik - Ankunding,2022,2022-01-01,3800.03
Murazik - Heaney,2022,2022-01-01,3110.52
"Murazik, Jones and Walsh",2022,2022-01-01,16820.08
Murphy - Bahringer,2022,2022-01-01,3015.69
"Murphy, Orn and Prosacco",2022,2022-01-01,2470.77
"Murphy, Weber and Koch",2022,2022-01-01,627.0
Murray - Bartell,2022,2022-01-01,4043.09
Murray - Dicki,2022,2022-01-01,18928.85
Murray - Kris,2022,2022-01-01,8130.88
Murray Inc,2022,2022-01-01,2408.6
"Murray, Nitzsche and Parisian",2022,2022-01-01,743.0
Nader Group,2022,2022-01-01,3427.39
Nader LLC,2022,2022-01-01,34984.28
"Nader, Gulgowski and Kshlerin",2022,2022-01-01,2966.13
Nienow - Bogisich,2022,2022-01-01,1693.65
"Nienow, Bosco and Nolan",2022,2022-01-01,6700.38
Nikolaus - Bernier,2022,2022-01-01,14623.07
Nikolaus - Daniel,2022,2022-01-01,16326.32
"Nitzsche, Swift and Muller",2022,2022-01-01,2652.26
Nolan Inc,2022,2022-01-01,1881.16
Norman - Lynch,2022,2022-01-01,656.8
O'Connell - Champlin,2022,2022-01-01,625.94
O'Connell - Lehner,2022,2022-01-01,12948.33
"O'Connell, Reilly and Torphy",2022,2022-01-01,2456.0
"O'Connell, Stehr and Schuppe",2022,2022-01-01,4574.53
O'Conner and Sons,2022,2022-01-01,4116.48
"O'Conner, Klocko and Davis",2022,2022-01-01,6228.07
O'Keefe - Skiles,2022,2022-01-01,28239.87
O'Keefe Inc,2022,2022-01-01,1339.67
O'Kon - Trantow,2022,2022-01-01,18890.0
O'Kon - Weber,2022,2022-01-01,20941.38
"O'Kon, Langosh and Kihn",2022,2022-01-01,732.01
Oberbrunner - Belfact,2022,2022-01-01,4260.23
Oberbrunner Inc,2022,2022-01-01,39697.41
"Oberbrunner, Fadel and Dare",2022,2022-01-01,3168.68
"Oberbrunner, Hahn and Kemmer",2022,2022-01-01,5583.57
"Oberbrunner, Ritchie and Labadie",2022,2022-01-01,9000.66
Okuneva - Zamber,2022,2022-01-01,1208.31
Olson LLC,2022,2022-01-01,2335.4
Ondricka - Casper,2022,2022-01-01,176441.88
Ondricka - Sipes,2022,2022-01-01,47175.72
"Ondricka, Donnelly and Larson",2022,2022-01-01,795.18
Orn - Brown,2022,2022-01-01,10834.68
"Orn, Ruecker and Hegmann",2022,2022-01-01,5187.0
Ortiz - Ponting,2022,2022-01-01,24220.36
Ortiz Inc,2022,2022-01-01,5396.78
"Ortiz, Reilly and Aberly",2022,2022-01-01,15946.34
Osinski - Kilback,2022,2022-01-01,376.03
Osinski Group,2022,2022-01-01,8802.12
Osinski LLC,2022,2022-01-01,5645.47
"Osinski, Bradtke and Schmidt",2022,2022-01-01,880.41
"Osinski, Farrell and Kutch",2022,2022-01-01,15103.0
"Osinski, Kemmer and Keebler",2022,2022-01-01,188.52
Pacocha - Chechauski,2022,2022-01-01,1860.1
"Pacocha, McCullough and Stroman",2022,2022-01-01,20257.5
Padberg Inc,2022,2022-01-01,25162.94
"Padberg, Oberbrunner and Toy",2022,2022-01-01,4052.1
"Padberg, Schumm and Moen",2022,2022-01-01,338.93
Pagac - Fay,2022,2022-01-01,1539.22
Pagac - Hermiston,2022,2022-01-01,2150.89
Pagac Group,2022,2022-01-01,40206.67
"Pagac, Rowe and McClure",2022,2022-01-01,1211.32
Parisian - Gorczany,2022,2022-01-01,3272.0
Parker - Daniel,2022,2022-01-01,9673.81
Parker - Runolfsson,2022,2022-01-01,5974.36
Parker and Sons,2022,2022-01-01,13311.47
"Parker, Schuppe and Watsica",2022,2022-01-01,817.24
"Pfeffer, Stamm and Lindgren",2022,2022-01-01,4864.33
Pimpernel - Gaylord,2022,2022-01-01,6219.04
Pollich and Sons,2022,2022-01-01,12702.8
"Pollich, Dicki and Albertson",2022,2022-01-01,217.0
"Pollich, Haag and Padberg",2022,2022-01-01,7894.63
Ponting - Jakubowski,2022,2022-01-01,24301.58
Ponting LLC,2022,2022-01-01,7446.4
Pouros - Erdman,2022,2022-01-01,678.86
Pouros - Gillespie,2022,2022-01-01,3746.26
Pouros - Ward,2022,2022-01-01,48319.38
Powlowski - Hilpert,2022,2022-01-01,3524.66
Price - Greenholt,2022,2022-01-01,9192.18
Prohaska and Sons,2022,2022-01-01,22460.53
Purdy - Macejkovic,2022,2022-01-01,526.44
Purdy - Russel,2022,2022-01-01,8902.39
Purdy Inc,2022,2022-01-01,5957.32
Purdy LLC,2022,2022-01-01,5286.48
"Purdy, Hableton and Thiel",2022,2022-01-01,4368.97
"Purdy, Howe and Cassin",2022,2022-01-01,2995.2
"Purdy, Torphy and Klein",2022,2022-01-01,1716.7
"Quigley, Kub and Ponting",2022,2022-01-01,5387.76
"Quigley, Veum and Reilly",2022,2022-01-01,39720.82
Quitzon Group,2022,2022-01-01,40505.09
Quitzon LLC,2022,2022-01-01,2117.84
Rath - Farrell,2022,2022-01-01,2308.32
Rath Group,2022,2022-01-01,14298.17
"Rath, Hoeger and Kunde",2022,2022-01-01,16829.33
Ratke Inc,2022,2022-01-01,11295.18
Rau Group,2022,2022-01-01,17099.43
Raynor - Gusikowski,2022,2022-01-01,3236.87
Raynor Group,2022,2022-01-01,9990.64
Raynor Inc,2022,2022-01-01,791.0
Reichel - Leannon,2022,2022-01-01,7185.69
Reichel - Trantow,2022,2022-01-01,6639.09
Reichert - Hirthe,2022,2022-01-01,95081.49
Reichert Group,2022,2022-01-01,1360.73
Reilly LLC,2022,2022-01-01,8985.62
Reinger Group,2022,2022-01-01,3331.67
Reinger LLC,2022,2022-01-01,2375.51
"Reinger, Champlin and Streich",2022,2022-01-01,3542.7
Rempel - Cassin,2022,2022-01-01,994.86
Renner - Kozey,2022,2022-01-01,2399.58
Renner - Schiller,2022,2022-01-01,23300.79
"Renner, Hamill and Crona",2022,2022-01-01,482.0
"Renner, Harber and Chechauski",2022,2022-01-01,717.97
Reynolds - Goodwin,2022,2022-01-01,129413.94
Reynolds LLC,2022,2022-01-01,16633.25
"Reynolds, Beier and Agarwalms",2022,2022-01-01,4431.14
"Reynolds, Bundel and Hauck",2022,2022-01-01,13467.0
Rice - Waelchi,2022,2022-01-01,1462.0
"Rice, Gutkowski and DuBuque",2022,2022-01-01,15630.82
Rippin - Langworth,2022,2022-01-01,7140.56
Rippin - Rippin,2022,2022-01-01,794.18
Rippin and Sons,2022,2022-01-01,9699.58
"Rippin, Oberbrunner and Murphy",2022,2022-01-01,2350.67
Ritchie - Johns,2022,2022-01-01,1576.32
Robel Group,2022,2022-01-01,4708.76
"Robel, Kunde and Toy",2022,2022-01-01,1600.38
"Robel, Norman and Bartell",2022,2022-01-01,5022.76
Rodriguez - Metz,2022,2022-01-01,3853.56
Rodriguez LLC,2022,2022-01-01,4780.66
"Rodriguez, Miller and Johnston",2022,2022-01-01,9525.97
Rogahn - Albertson,2022,2022-01-01,19758.59
Rogahn - Botsford,2022,2022-01-01,2315.0
Rogahn Inc,2022,2022-01-01,6456.69
Rogahn LLC,2022,2022-01-01,1558.27
"Rogahn, Steuber and Harvey",2022,2022-01-01,4464.33
Rohan - Heller,2022,2022-01-01,25462.77
Rohan - Osinski,2022,2022-01-01,2202.0
Rohan - Sporer,2022,2022-01-01,16466.67
Rolfson - Mann,2022,2022-01-01,347.95
"Romaguera, Hilll and Hayes",2022,2022-01-01,2199.53
Roob - Halvorson,2022,2022-01-01,740.03
Roob LLC,2022,2022-01-01,11.02
"Roob, Smith and Bechtelar",2022,2022-01-01,3168.51
Rosemont - Lind,2022,2022-01-01,6115.76
Rosemont Inc,2022,2022-01-01,10598.03
Rosemont and Sons,2022,2022-01-01,14893.7
"Rosemont, Beatty and Wolff",2022,2022-01-01,15155.79
Rosenbaum - Hermiston,2022,2022-01-01,23376.18
"Rosenbaum, Bruen and Okuneva",2022,2022-01-01,858.72
Rowe LLC,2022,2022-01-01,8413.39
"Rowe, Franecki and Koelpin",2022,2022-01-01,301.83
"Rumsfeld, Bogan and Canten",2022,2022-01-01,1353.71
Runolfsson - Dare,2022,2022-01-01,1022.0
Runolfsson Group,2022,2022-01-01,7428.35
Runte Group,2022,2022-01-01,2024.12
Runte LLC,2022,2022-01-01,4643.72
Runte and Sons,2022,2022-01-01,875.2
Russel - Botsford,2022,2022-01-01,5273.45
Russel Group,2022,2022-01-01,4605.62
"Russel, White and Koepp",2022,2022-01-01,19909.24
Rutherford Inc,2022,2022-01-01,12953.49
Rutherford and Sons,2022,2022-01-01,1038.63
"Rutherford, Kessler and Reichel",2022,2022-01-01,4067.15
Ryan Group,2022,2022-01-01,1526.18
Ryan LLC,2022,2022-01-01,795.67
Sanford - Armstrong,2022,2022-01-01,348.96
Sanford LLC,2022,2022-01-01,20633.53
"Sanford, Herzog and Kunze",2022,2022-01-01,1667.57
Satterfield Group,2022,2022-01-01,758.08
Satterfield and Sons,2022,2022-01-01,6028.3
"Satterfield, Beier and Gottlieb",2022,2022-01-01,3939.79
"Satterfield, Harber and Ritchie",2022,2022-01-01,489.53
Sauer and Sons,2022,2022-01-01,543.49
"Sauer, Marks and Hettinger",2022,2022-01-01,11009.16
Sawayn - Jaskolski,2022,2022-01-01,11964.22
Sawayn - Moen,2022,2022-01-01,790.16
Sawayn - Ortiz,2022,2022-01-01,66286.61
Schaden Group,2022,2022-01-01,145399.94
Schaden LLC,2022,2022-01-01,3012.23
SchamBundelr - Huels,2022,2022-01-01,5918.22
"SchamBundelr, Kirlin and Schuppe",2022,2022-01-01,3402.32
Schiller - Lakin,2022,2022-01-01,7274.93
Schiller LLC,2022,2022-01-01,9125.0
"Schiller, Wunsch and Streich",2022,2022-01-01,144.0
Schimmel - Stehr,2022,2022-01-01,18330.22
Schimmel LLC,2022,2022-01-01,15083.14
"Schimmel, Shields and Gerlach",2022,2022-01-01,619.7
Schinner LLC,2022,2022-01-01,9264.0
Schmeler - Ankunding,2022,2022-01-01,6548.67
Schmeler - Little,2022,2022-01-01,40947.18
"Schmeler, Schmitt and Frami",2022,2022-01-01,6916.95
"Schmidt, Weissnat and Fritsch",2022,2022-01-01,56743.18
Schmitt - Zieme,2022,2022-01-01,7247.05
Schmitt and Sons,2022,2022-01-01,1452.98
"Schmitt, Grady and Dickens",2022,2022-01-01,13130.97
"Schmitt, Purdy and Reichel",2022,2022-01-01,7094.43
Schneider - Koss,2022,2022-01-01,2990.19
Schneider - Marquardt,2022,2022-01-01,1047.87
Schneider - Wintheiser,2022,2022-01-01,1836.03
"Schneider, Champlin and O'Connell",2022,2022-01-01,26317.1
"Schneider, Homenick and Johnson",2022,2022-01-01,2340.41
SchoStantner - Miller,2022,2022-01-01,745.45
SchoStantner - Ritchie,2022,2022-01-01,210.58
SchoStantner Group,2022,2022-01-01,2567.03
SchoStantner and Sons,2022,2022-01-01,1539.22
Schoen LLC,2022,2022-01-01,5655.49
"Schoen, Hudson and SchamBundelr",2022,2022-01-01,85111.97
Schroeder - Larkin,2022,2022-01-01,26117.56
Schroeder - Mayer,2022,2022-01-01,1579.33
"Schroeder, Crist and Wilderman",2022,2022-01-01,4322.84
Schulist - Davis,2022,2022-01-01,4990.09
Schulist - Hills,2022,2022-01-01,10240.66
Schulist Group,2022,2022-01-01,7263.14
"Schulist, Abtel and Wilderman",2022,2022-01-01,2102.0
"Schulist, Streich and Kertzmann",2022,2022-01-01,3211.0
Schumm - Bergstrom,2022,2022-01-01,2701.0
Schumm - Feil,2022,2022-01-01,680.87
Schumm Group,2022,2022-01-01,15117.42
Schumm and Sons,2022,2022-01-01,12973.54
Schuppe - Lynch,2022,2022-01-01,11755.21
"Schuppe, Hegmann and Kerluke",2022,2022-01-01,17638.32
"Schuppe, Kuhic and Kerluke",2022,2022-01-01,2776.61
"Schuppe, Schumm and Littel",2022,2022-01-01,354.97
Schuster - Torp,2022,2022-01-01,50746.6
Schuster and Sons,2022,2022-01-01,33400.51
Senger LLC,2022,2022-01-01,10612.07
Shanahan - Kulas,2022,2022-01-01,980.69
Shanahan Group,2022,2022-01-01,5560.23
"Shanahan, Hettinger and Butler",2022,2022-01-01,17798.75
Shields Inc,2022,2022-01-01,4044.55
Shields LLC,2022,2022-01-01,1037.84
"Shields, Durgan and Hettinger",2022,2022-01-01,8296.73
"Shields, Kassulke and Purdy",2022,2022-01-01,8584.75
Sipes Group,2022,2022-01-01,2630.61
"Sipes, Dare and Hessel",2022,2022-01-01,1385.8
"Sipes, O'Hara and Okuneva",2022,2022-01-01,2709.71
Skiles - O'Reilly,2022,2022-01-01,1782.88
Skiles Group,2022,2022-01-01,14531.81
"Skiles, Powlowski and Bartell",2022,2022-01-01,23794.18
Smith - Rice,2022,2022-01-01,13975.3
Smitham - Kreiger,2022,2022-01-01,688.0
Smitham Group,2022,2022-01-01,34908.64
Smitham Inc,2022,2022-01-01,12561.41
"Smitham, Grimes and Bernier",2022,2022-01-01,155.43
"Smitham, Hintz and Hamill",2022,2022-01-01,19050.19
Sporer - Bednar,2022,2022-01-01,3089.46
Sporer - Hills,2022,2022-01-01,14927.9
Sporer Group,2022,2022-01-01,41262.88
Stantner - Parker,2022,2022-01-01,1049.88
Stantner - Trantow,2022,2022-01-01,5138.54
Stantner LLC,2022,2022-01-01,1890.0
Stantner and Sons,2022,2022-01-01,11860.37
"Stantner, Ponting and Rosenbaum",2022,2022-01-01,4644.73
Stanton - Fadel,2022,2022-01-01,11184.64
"Stanton, Bergstrom and Skiles",2022,2022-01-01,2985.18
"Stanton, Kessler and Quigley",2022,2022-01-01,14268.09
Stark - Moen,2022,2022-01-01,14526.8
Stark Group,2022,2022-01-01,3060.38
Stark LLC,2022,2022-01-01,9185.85
"Stark, Lockman and SchoStantner",2022,2022-01-01,622.71
"Stark, Murray and Rogahn",2022,2022-01-01,1351.7
Stehr LLC,2022,2022-01-01,8651.82
Stehr and Sons,2022,2022-01-01,20221.4
"Steuber, Gibson and Kuhlman",2022,2022-01-01,2162.31
Stiedemann Group,2022,2022-01-01,60581.54
"Stiedemann, Labadie and Prosacco",2022,2022-01-01,25995.22
Stoltenberg - Kassulke,2022,2022-01-01,13604.64
Stoltenberg Group,2022,2022-01-01,5775.82
Stoltenberg LLC,2022,2022-01-01,31045.02
"Stoltenberg, Batz and Heidenreich",2022,2022-01-01,6461.7
"Stoltenberg, Halvorson and Nader",2022,2022-01-01,3269.96
Stracke - Cassin,2022,2022-01-01,5681.56
Streich - Kiehn,2022,2022-01-01,4514.37
Streich - Turcotte,2022,2022-01-01,3764.31
"Stroman, McGlynn and Luettgen",2022,2022-01-01,27.07
"Stroman, Tromp and Funk",2022,2022-01-01,1404.85
Strosin - Bins,2022,2022-01-01,13867.6
Strosin and Sons,2022,2022-01-01,2077.35
"Strosin, McGlynn and Emmerich",2022,2022-01-01,22852.88
"Swaniawski, Orn and Smitham",2022,2022-01-01,8522.72
Swift - Auer,2022,2022-01-01,4206.76
Swift - Heaney,2022,2022-01-01,1884.0
Tanner - Gaverman,2022,2022-01-01,72.2
Tanner Inc,2022,2022-01-01,9760.36
Terry - Dickens,2022,2022-01-01,32819.92
Terry - Dooley,2022,2022-01-01,3167.68
Terry - Kovacek,2022,2022-01-01,20248.0
"Terry, Kuphal and Morissette",2022,2022-01-01,3270.96
Thiel - Butler,2022,2022-01-01,5345.65
"Thiel, Klocko and Hilpert",2022,2022-01-01,3903.7
Tillman - Kuvalis,2022,2022-01-01,5656.5
Tillman - Labadie,2022,2022-01-01,2476.0
Tillman LLC,2022,2022-01-01,7793.98
"Torp, Bosco and Agarwal",2022,2022-01-01,31644.22
"Torp, Schneider and Lesch",2022,2022-01-01,2647.25
Torphy - Bernier,2022,2022-01-01,2705.41
Torphy - Ledner,2022,2022-01-01,2096.74
Torphy Inc,2022,2022-01-01,10112.16
Towne - Kub,2022,2022-01-01,55640.44
Toy - Butler,2022,2022-01-01,9112.0
"Trantow, Dickens and Rogahn",2022,2022-01-01,6969.09
"Tremblay, Schroeder and Cassle",2022,2022-01-01,8726.91
"Tromp, Gillespie and Pimpernel",2022,2022-01-01,102392.54
Turcotte - Kling,2022,2022-01-01,331.64
Turcotte Inc,2022,2022-01-01,13167.56
Ullrich - Ankunding,2022,2022-01-01,463.0
Ullrich - Lebsack,2022,2022-01-01,2360.46
Ullrich Inc,2022,2022-01-01,1646.51
Upton - Johnston,2022,2022-01-01,26237.79
"Upton, Steuber and Conn",2022,2022-01-01,19004.66
Vandervort - Upton,2022,2022-01-01,27388.04
Vandervort LLC,2022,2022-01-01,5563.05
Veum Group,2022,2022-01-01,6153.86
"Veum, Chechauski and Botsford",2022,2022-01-01,9743.69
"Veum, Pollich and Kuvalis",2022,2022-01-01,53180.7
"Volkman, Krajcik and Volkman",2022,2022-01-01,5617.3
Waelchi - Botsford,2022,2022-01-01,3155.5
Waelchi - Conroy,2022,2022-01-01,1463.0
Waelchi Group,2022,2022-01-01,2789.65
"Waelchi, Krajcik and Green",2022,2022-01-01,480.0
Walsh - Dare,2022,2022-01-01,23339.93
Ward LLC,2022,2022-01-01,1385.33
Waters and Sons,2022,2022-01-01,1551.46
"Waters, Wyman and Abbott",2022,2022-01-01,1334.66
Watsica - Price,2022,2022-01-01,1023.0
Watsica and Sons,2022,2022-01-01,4046.09
"Watsica, Leannon and McCullough",2022,2022-01-01,11384.19
Waugh - Hamill,2022,2022-01-01,1752.81
"Waugh, Agarwal and Smith",2022,2022-01-01,2835.56
"Waugh, Gulgowski and Torphy",2022,2022-01-01,10654.19
"Waugh, Herzog and Tremblay",2022,2022-01-01,11757.21
"Waugh, King and Bins",2022,2022-01-01,2114.79
Weber Inc,2022,2022-01-01,4790.56
Wehner LLC,2022,2022-01-01,112.56
"Wehner, Klocko and Legros",2022,2022-01-01,10688.29
Weimann - Hessel,2022,2022-01-01,1696.65
Weimann and Sons,2022,2022-01-01,13630.34
Weissnat - Dicki,2022,2022-01-01,4162.33
Weissnat - Kessler,2022,2022-01-01,21839.43
Weissnat Group,2022,2022-01-01,18738.33
Weissnat LLC,2022,2022-01-01,2431.66
Weissnat and Sons,2022,2022-01-01,9283.44
"West, Toy and Cummings",2022,2022-01-01,11536.16
White - Herzog,2022,2022-01-01,431.0
White LLC,2022,2022-01-01,780.14
"White, Keeling and Jakubowski",2022,2022-01-01,33260.85
Wiegand - Breitenberg,2022,2022-01-01,1719.71
Wiegand and Sons,2022,2022-01-01,646.77
"Wiegand, Purdy and Jones",2022,2022-01-01,3502.3
Wilderman - Rohan,2022,2022-01-01,539.48
Wilkinson - Conroy,2022,2022-01-01,590.62
Wisoky Group,2022,2022-01-01,2837.25
Wisoky Inc,2022,2022-01-01,3327.11
"Wisoky, Feest and Hegmann",2022,2022-01-01,6560.98
"Wisoky, Kuhic and Herman",2022,2022-01-01,166430.97
Wisozk LLC,2022,2022-01-01,2425.65
Witting - Kessler,2022,2022-01-01,3049.35
Wiza - Robel,2022,2022-01-01,17341.42
Wiza Group,2022,2022-01-01,2182.98
Wiza LLC,2022,2022-01-01,10017.0
Wiza and Sons,2022,2022-01-01,17991.69
Wolf - Kemmer,2022,2022-01-01,4244.61
Wolf - Weber,2022,2022-01-01,5340.63
Wolff - Harvey,2022,2022-01-01,5408.82
"Wolff, Howe and Goldner",2022,2022-01-01,716.96
"Wolff, Kihn and Hagenes",2022,2022-01-01,13715.58
Wuckert - Collier,2022,2022-01-01,31584.62
Wuckert - Miller,2022,2022-01-01,6055.59
Wuckert - Rumsfeld,2022,2022-01-01,519.53
Wunsch LLC,2022,2022-01-01,4199.83
"Wunsch, Marquardt and Bon",2022,2022-01-01,1741.77
"Wunsch, Rogahn and Reinger",2022,2022-01-01,25254.19
"Wyman, Harber and Jakubowski",2022,2022-01-01,9772.42
Yost - Kemmer,2022,2022-01-01,1469.03
Yost - Marvin,2022,2022-01-01,107.29
Yost Inc,2022,2022-01-01,2865.85
Yost and Sons,2022,2022-01-01,14796.54
"Zamber, Gaverman and Hableton",2022,2022-01-01,48968.5
Zboncak Group,2022,2022-01-01,402.1
Zboncak LLC,2022,2022-01-01,97957.13
Zemlak - Cormier,2022,2022-01-01,8604.0
Zemlak Group,2022,2022-01-01,84773.34
"Zemlak, Steuber and Rempel",2022,2022-01-01,26750.28
Zieme Group,2022,2022-01-01,108148.76
Abtel Group,2023,2023-01-01,3572.6
"Adams, Braun and Conroy",2023,2023-01-01,514.33
"Adams, Harvey and Wehner",2023,2023-01-01,1285.52
Agarwaliamson - Mayert,2023,2023-01-01,2703.41
Altenwerth - Rosenbaum,2023,2023-01-01,3930.76
"Avelona,, Fanbender and Trafton",2023,2023-01-01,89.12
"Avelona,, Jacuz and Mikhael",2023,2023-01-01,4879.33
"Bartell, Cremin and Kuvalis",2023,2023-01-01,35713.5
"Barton, Murray and Volkman",2023,2023-01-01,18478.0
Beahan Inc,2023,2023-01-01,1319.67
Beahan LLC,2023,2023-01-01,1029.67
Beahan and Sons,2023,2023-01-01,8177.41
Bechel Inc,2023,2023-01-01,15430.27
Beer - Ruecker,2023,2023-01-01,1007.66
Beier Group,2023,2023-01-01,5717.0
Belfact and Sons,2023,2023-01-01,3725.07
"Belfact, Balistreri and Kreiger",2023,2023-01-01,5849.11
Bergstrom LLC,2023,2023-01-01,11030.07
"Blick, O'Reilly and Pfannerstill",2023,2023-01-01,15596.34
"Block, Windler and Schmidt",2023,2023-01-01,8625.54
Bode - Morissette,2023,2023-01-01,220.6
Bogisich and Sons,2023,2023-01-01,6310.64
Borer and Sons,2023,2023-01-01,9484.33
Bosco Group,2023,2023-01-01,2451.33
Bradtke and Sons,2023,2023-01-01,29972.37
Breitenberg LLC,2023,2023-01-01,3723.4
"Brekke, Goodwin and Purdy",2023,2023-01-01,18243.33
Brown - Daniel,2023,2023-01-01,6289.0
"Buckridge, Stoltenberg and Stiedemann",2023,2023-01-01,12387.37
Bundel - Hagenes,2023,2023-01-01,9239.0
Bundel and Sons,2023,2023-01-01,6839.74
Butler - Franecki,2023,2023-01-01,2052.81
"Butler, Veum and Pouros",2023,2023-01-01,9401.76
Canten - Koelpin,2023,2023-01-01,3618.96
"Canten, Agarwaliamson and Corkery",2023,2023-01-01,8773.04
Cassle - Mosciski,2023,2023-01-01,23650.51
Cassle and Sons,2023,2023-01-01,36354.3
"Cerner, Farrell and White",2023,2023-01-01,3564.77
Collier - Skiles,2023,2023-01-01,2391.38
"Collier, Conn and Dooley",2023,2023-01-01,16068.0
"Collier, Ortiz and Marquardt",2023,2023-01-01,55450.36
Collins - Dooley,2023,2023-01-01,7904.83
Collins - Rosenbaum,2023,2023-01-01,13615.23
"Collins, Fahey and Mackerrel",2023,2023-01-01,163066.38
Conn Group,2023,2023-01-01,1243.33
Considine and Sons,2023,2023-01-01,9098.97
Corkery - Powlowski,2023,2023-01-01,1907.61
Corkery LLC,2023,2023-01-01,339.4
Crist - Pagac,2023,2023-01-01,5442.96
Crist Group,2023,2023-01-01,1077.96
Cronin - Lehner,2023,2023-01-01,80202.73
"Cronin, Canten and Langosh",2023,2023-01-01,1482.06
"Cronin, Frost and Ratke",2023,2023-01-01,59080.93
Crooks LLC,2023,2023-01-01,4974.63
Cummings and Sons,2023,2023-01-01,12484.61
"Cummings, Pollich and Hoppe",2023,2023-01-01,30054.93
"D'Amore, Bechel and Bechel",2023,2023-01-01,4467.24
"D'Amore, Bernier and Canten",2023,2023-01-01,5997.78
"Daniel, MacGyver and Ernser",2023,2023-01-01,7348.13
Deckow - Deckow,2023,2023-01-01,2067.33
Deckow LLC,2023,2023-01-01,4408.61
Dicki - Buckridge,2023,2023-01-01,9735.34
Dicki - Wilderman,2023,2023-01-01,8711.87
Dietrich and Sons,2023,2023-01-01,15258.0
"Dietrich, Larson and Murazik",2023,2023-01-01,91581.5
"Douglas, Rolfson and Gammendor",2023,2023-01-01,2831.24
Effertz Group,2023,2023-01-01,10972.06
Erdman - Kozey,2023,2023-01-01,31617.11
Erdman LLC,2023,2023-01-01,1673.21
Erdman and Sons,2023,2023-01-01,12392.48
Ernser - Zboncak,2023,2023-01-01,1709.77
"Ernser, D'Amore and Gulgowski",2023,2023-01-01,6904.92
"Fahey, Collins and Labadie",2023,2023-01-01,3670.05
Farrell and Sons,2023,2023-01-01,205.75
Fay LLC,2023,2023-01-01,9092.0
"Fay, Hauck and Oberbrunner",2023,2023-01-01,25697.33
"Feil, Norman and Mayer",2023,2023-01-01,12813.1
Ferry Inc,2023,2023-01-01,2857.27
Ferry and Sons,2023,2023-01-01,5446.57
Flatley Inc,2023,2023-01-01,1521.67
Frami - Lockman,2023,2023-01-01,401.05
Friesen Group,2023,2023-01-01,6774.88
"Frost, Olson and Schmeler",2023,2023-01-01,6138.82
"Funk, Oberbrunner and Marvin",2023,2023-01-01,2211.33
Gaverman - Erdman,2023,2023-01-01,6215.05
"Gerhold, Moen and D'Amore",2023,2023-01-01,12310.73
Gerlach and Sons,2023,2023-01-01,3343.39
Gislason Group,2023,2023-01-01,2884.9
"Goldner, White and Bundel",2023,2023-01-01,14799.71
"Goodwin, O'Reilly and Buckridge",2023,2023-01-01,290637.26
Gottlieb - Huel,2023,2023-01-01,27195.75
Gottlieb - Smitham,2023,2023-01-01,5361.66
"Goyette, Reichert and Parker",2023,2023-01-01,28400.4
Graham Inc,2023,2023-01-01,450.23
Graham and Sons,2023,2023-01-01,40657.67
Greenholt LLC,2023,2023-01-01,12394.82
"Grimes, Kshlerin and Connelly",2023,2023-01-01,10910.97
Gupta - Agarwal,2023,2023-01-01,12971.67
Gupta Group,2023,2023-01-01,5823.68
Gupta LLC,2023,2023-01-01,54575.64
"Gupta,Agarwal and Nolan",2023,2023-01-01,3666.0
Gusikowski Inc,2023,2023-01-01,5559.62
Gutmann - Larkin,2023,2023-01-01,7725.67
